









Frequency of observations in the selected location(s).:
Number of taxa: 	344

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Pied-billed Grebe (<em class="sci">Podilymbus podiceps</em>)	0.5291005	0.6137931	0.6811594	0.5738397	0.625	0.7027027	0.6349206	0.6868687	0.6384615	0.5446429	0.5590551	0.6390533	0.5373134	0.4507042	0.3177258	0.3409962	0.2920354	0.3189655	0.3580247	0.4051724	0.4255319	0.4122137	0.4491525	0.460177	0.4129032	0.4609053	0.4240283	0.3961661	0.4278075	0.4175258	0.4897959	0.3615635	0.408377	0.4488189	0.5925926	0.4567901	0.6491228	0.5714286	0.537931	0.513369	0.5285714	0.5889571	0.6	0.6350711	0.6046512	0.615942	0.5766423	0.5368421	
Horned Grebe (<em class="sci">Podiceps auritus</em>)	0.0	0.0	0.0	0.0	0.0078125	0.0135135	0.031746	0.0050505	0.0076923	0.0	0.007874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0068966	0.0	0.0015	0.006135	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Grebe (<em class="sci">Podiceps grisegena</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eared Grebe (<em class="sci">Podiceps nigricollis</em>)	0.047619	0.0965517	0.1086957	0.1476793	0.125	0.1216216	0.1111111	0.0606061	0.0461538	0.0535714	0.023622	0.035503	0.0223881	0.0070423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0962963	0.191358	0.245614	0.2032967	0.1655172	0.1657754	0.0714286	0.0981595	0.0875	0.1137441	0.0387597	0.0652174	0.0364964	0.0473684	
Horned/Eared Grebe (<em class="sci">Podiceps auritus/nigricollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0067568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Grebe (<em class="sci">Aechmophorus occidentalis</em>)	0.0	0.0	0.0072464	0.0	0.0015	0.0	0.005291	0.0151515	0.0	0.0	0.0	0.0059172	0.0298507	0.0211268	0.0	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0076336	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052356	0.0	0.0	0.0	0.0175439	0.0	0.0137931	0.0106952	0.0	0.006135	0.00625	0.0	0.0	0.0	0.0	0.0052632	
Clark's Grebe (<em class="sci">Aechmophorus clarkii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076923	0.0	0.0	0.0	0.0	0.0070423	0.0	0.0229885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	
Western/Clark's Grebe (<em class="sci">Aechmophorus occidentalis/clarkii</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
grebe sp. (<em class="sci">Podicipedidae sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Double-crested Cormorant (<em class="sci">Nannopterum auritum</em>)	0.4021164	0.4413793	0.5072464	0.4219409	0.5234375	0.6216216	0.5555556	0.5707071	0.6384615	0.6696429	0.519685	0.7159763	0.6940299	0.6126761	0.5986622	0.5210728	0.4867257	0.5	0.4691358	0.3362069	0.5638298	0.519084	0.5508475	0.6017699	0.5225806	0.5390947	0.4699647	0.4888179	0.5294118	0.5463918	0.5170068	0.3973941	0.3717277	0.4409449	0.4296296	0.4074074	0.4649123	0.3626374	0.4137931	0.3957219	0.3714286	0.3496933	0.35625	0.3696682	0.3178295	0.4782609	0.4233577	0.3842105	
Glossy Ibis (<em class="sci">Plegadis falcinellus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028754	0.0106952	0.0	0.0	0.009772	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-faced Ibis (<em class="sci">Plegadis chihi</em>)	0.3492063	0.2413793	0.3623188	0.2658228	0.2421875	0.3175676	0.3968254	0.6111111	0.7230769	0.7767857	0.8661417	0.9230769	0.9253731	0.8943662	0.8963211	0.8429119	0.8053097	0.8017241	0.7777778	0.6293103	0.712766	0.7557252	0.7033898	0.7345133	0.7290323	0.8559671	0.8621908	0.9073482	0.9090909	0.8969072	0.9047619	0.8859935	0.8324607	0.8346457	0.8666667	0.8518519	0.7192982	0.6648352	0.6827586	0.5668449	0.5857143	0.6196319	0.4875	0.507109	0.4263566	0.4057971	0.3430657	0.3473684	
Glossy x White-faced Ibis (hybrid) (<em class="sci">Plegadis falcinellus x chihi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0076336	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Glossy/White-faced Ibis (<em class="sci">Plegadis falcinellus/chihi</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Bittern (<em class="sci">Botaurus lentiginosus</em>)	0.2380952	0.2068966	0.2318841	0.1772152	0.21875	0.2162162	0.1111111	0.1414141	0.1923077	0.1607143	0.1732283	0.2130178	0.2462687	0.2887324	0.3244147	0.2950192	0.2212389	0.2241379	0.3333333	0.2844828	0.2765957	0.1908397	0.1440678	0.159292	0.0645161	0.1028807	0.0954064	0.1182109	0.1604278	0.1185567	0.1768707	0.1465798	0.1308901	0.0708661	0.1037037	0.1296296	0.2105263	0.2637363	0.2482759	0.2192513	0.1357143	0.1840491	0.15	0.2132701	0.1860465	0.1594203	0.1970803	0.2052632	
Least Bittern (<em class="sci">Botaurus exilis</em>)	0.015873	0.0068966	0.0144928	0.0168776	0.0	0.0	0.005291	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0	0.006689	0.0153257	0.0088496	0.0086207	0.037037	0.0172414	0.0212766	0.0152672	0.0508475	0.0442478	0.0193548	0.1111111	0.0883392	0.0319489	0.0213904	0.0257732	0.0544218	0.0228013	0.0052356	0.023622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047393	0.0	0.0	0.0145985	0.0105263	
Black-crowned Night Heron (<em class="sci">Nycticorax nycticorax</em>)	0.3068783	0.337931	0.384058	0.4261603	0.4765625	0.3986486	0.2433862	0.2020202	0.2461538	0.2767857	0.2204724	0.147929	0.1567164	0.2253521	0.3979933	0.4789272	0.619469	0.6810345	0.8024691	0.6206897	0.712766	0.6793893	0.6779661	0.6548673	0.5741935	0.6460905	0.6360424	0.6166134	0.6363636	0.6597938	0.7006803	0.6091205	0.5340314	0.5433071	0.3555556	0.308642	0.2894737	0.1538462	0.1586207	0.1497326	0.1571429	0.190184	0.20625	0.2132701	0.2713178	0.3695652	0.4014599	0.3684211	
Little Blue Heron (<em class="sci">Egretta caerulea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snowy Egret (<em class="sci">Egretta thula</em>)	0.6031746	0.5655172	0.6304348	0.6033755	0.6640625	0.5202703	0.6613757	0.7676768	0.6923077	0.6785714	0.6771654	0.8106509	0.858209	0.8309859	0.8327759	0.8812261	0.8495575	0.887931	0.7530864	0.7068966	0.8510638	0.740458	0.8050847	0.7876106	0.7870968	0.8641975	0.8621908	0.8530351	0.8983957	0.871134	0.8707483	0.742671	0.8010471	0.8031496	0.7333333	0.691358	0.6140351	0.5659341	0.5517241	0.540107	0.6142857	0.5889571	0.46875	0.7393365	0.7209302	0.6666667	0.6715328	0.5631579	
Green Heron (<em class="sci">Butorides virescens</em>)	0.010582	0.0206897	0.0217391	0.0042194	0.0078125	0.0135135	0.0015	0.0151515	0.0076923	0.0	0.0	0.0414201	0.0298507	0.0211268	0.0167224	0.0153257	0.0353982	0.1034483	0.1234568	0.0431034	0.0638298	0.0992366	0.1694915	0.1415929	0.1483871	0.2139918	0.2014134	0.2300319	0.3850267	0.3453608	0.3877551	0.1791531	0.2931937	0.2362205	0.2740741	0.117284	0.0701754	0.0659341	0.0206897	0.0160428	0.0214286	0.0122699	0.025	0.0331754	0.0077519	0.0072464	0.0145985	0.0105263	
Western Cattle-Egret (<em class="sci">Ardea ibis</em>)	0.042328	0.0137931	0.0362319	0.0042194	0.0390625	0.0472973	0.0952381	0.0757576	0.0153846	0.0714286	0.0708661	0.0295858	0.0074627	0.0422535	0.0100334	0.0191571	0.0265487	0.0431034	0.0493827	0.0172414	0.0744681	0.0	0.0338983	0.0353982	0.0322581	0.0411523	0.0636042	0.0734824	0.0855615	0.0721649	0.0680272	0.0749186	0.0314136	0.0551181	0.0592593	0.0802469	0.0350877	0.0659341	0.0896552	0.0802139	0.05	0.1104294	0.075	0.1563981	0.1085271	0.1086957	0.1386861	0.0894737	
Great Egret (<em class="sci">Ardea alba</em>)	0.9206349	0.8965517	0.9492754	0.8776371	0.921875	0.9054054	0.9259259	0.9191919	0.9153846	0.9642857	0.9527559	0.964497	0.9253731	0.9366197	0.9264214	0.954023	0.9380531	0.9310345	0.9876543	0.887931	0.9361702	0.9160305	0.9237288	0.9646018	0.9354839	0.9423868	0.9399293	0.9584665	0.9251337	0.9587629	0.9659864	0.9315961	0.9005236	0.9370079	0.962963	0.9320988	0.877193	0.9065934	0.9448276	0.9572193	0.9285714	0.9263804	0.85625	0.957346	0.9069767	0.9057971	0.9416058	0.9052632	
Great Blue Heron (<em class="sci">Ardea herodias</em>)	0.7195767	0.6965517	0.7391304	0.6708861	0.796875	0.7432432	0.7248677	0.7626263	0.7	0.7767857	0.7244094	0.816568	0.7835821	0.8309859	0.8227425	0.8429119	0.7522124	0.8534483	0.9012346	0.7844828	0.8723404	0.8396947	0.8389831	0.9292035	0.8580645	0.8930041	0.869258	0.8977636	0.8609626	0.8505155	0.9183673	0.7915309	0.7905759	0.8346457	0.8962963	0.8395062	0.8333333	0.8351648	0.8689655	0.8181818	0.8428571	0.791411	0.7375	0.8199052	0.8062016	0.7681159	0.7810219	0.7157895	
white egret sp. (<em class="sci">Egretta/Ardea sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0050505	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American White Pelican (<em class="sci">Pelecanus erythrorhynchos</em>)	0.0846561	0.0758621	0.1811594	0.1898734	0.2109375	0.2972973	0.3227513	0.4040404	0.4076923	0.4196429	0.4409449	0.3254438	0.4253731	0.3309859	0.4548495	0.4904215	0.4070796	0.5689655	0.3950617	0.387931	0.5851064	0.4656489	0.6016949	0.4867257	0.4451613	0.382716	0.3957597	0.4121406	0.4010695	0.371134	0.3877551	0.3908795	0.408377	0.1968504	0.2074074	0.1296296	0.1403509	0.0879121	0.0551724	0.1764706	0.1857143	0.1717791	0.075	0.1469194	0.1085271	0.057971	0.0656934	0.0684211	
Brown Pelican (<em class="sci">Pelecanus occidentalis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035336	0.0	0.0	0.0015	0.0	0.0162866	0.0052356	0.0	0.0	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Turkey Vulture (<em class="sci">Cathartes aura</em>)	0.3544974	0.3862069	0.4275362	0.3544304	0.4921875	0.3918919	0.4656085	0.4949495	0.5076923	0.5089286	0.3307087	0.4792899	0.5	0.3802817	0.3712375	0.348659	0.3628319	0.4396552	0.4320988	0.5	0.4893617	0.5496183	0.6186441	0.5132743	0.5096774	0.4855967	0.4240283	0.5079872	0.486631	0.6134021	0.6326531	0.5276873	0.5602094	0.5433071	0.7037037	0.617284	0.6052632	0.6263736	0.5862069	0.5614973	0.5642857	0.5337423	0.4125	0.4123223	0.4186047	0.4492754	0.4306569	0.4315789	
Osprey (<em class="sci">Pandion haliaetus</em>)	0.015873	0.0137931	0.0144928	0.0126582	0.0078125	0.0202703	0.021164	0.0151515	0.0	0.0089286	0.0314961	0.0295858	0.0223881	0.0492958	0.0234114	0.0536398	0.0353982	0.0431034	0.0123457	0.0172414	0.0106383	0.0152672	0.0338983	0.0088496	0.0258065	0.0123457	0.024735	0.0351438	0.0695187	0.056701	0.0136054	0.019544	0.052356	0.015748	0.0074074	0.0185185	0.0087719	0.010989	0.0137931	0.0106952	0.0	0.006135	0.0	0.0047393	0.0	0.0	0.0072993	0.0	
White-tailed Kite (<em class="sci">Elanus leucurus</em>)	0.5767196	0.6137931	0.6594203	0.5949367	0.46875	0.4594595	0.3492063	0.3939394	0.2307692	0.1785714	0.1259843	0.1775148	0.1567164	0.2253521	0.0869565	0.0881226	0.1150442	0.1551724	0.1851852	0.137931	0.1170213	0.2061069	0.1016949	0.1415929	0.1677419	0.2304527	0.2508834	0.2907348	0.4331551	0.3608247	0.4285714	0.2964169	0.3769634	0.3937008	0.4740741	0.4197531	0.5438596	0.467033	0.5655172	0.5775401	0.6142857	0.5521472	0.46875	0.5687204	0.496124	0.6014493	0.5839416	0.6315789	
Golden Eagle (<em class="sci">Aquila chrysaetos</em>)	0.005291	0.0068966	0.0072464	0.0042194	0.0	0.0067568	0.0	0.0050505	0.0	0.0	0.007874	0.0	0.0	0.0140845	0.006689	0.0	0.0176991	0.0	0.0	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0041152	0.0070671	0.0031949	0.0	0.0	0.0	0.0	0.0	0.007874	0.0	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0047393	0.0155039	0.0	0.0072993	0.0052632	
Sharp-shinned Hawk (<em class="sci">Accipiter striatus</em>)	0.031746	0.0482759	0.0434783	0.0548523	0.0703125	0.0608108	0.031746	0.030303	0.0153846	0.0178571	0.0393701	0.0532544	0.0223881	0.0211268	0.0133779	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051546	0.0	0.0	0.0	0.023622	0.0	0.0185185	0.0175439	0.0384615	0.0482759	0.0534759	0.0428571	0.0245399	0.01875	0.0473934	0.0310078	0.0507246	0.0364964	0.0894737	
Cooper's Hawk (<em class="sci">Astur cooperii</em>)	0.3068783	0.1862069	0.2898551	0.257384	0.296875	0.2162162	0.1640212	0.2878788	0.1461538	0.2589286	0.2362205	0.1715976	0.0970149	0.1056338	0.0401338	0.0153257	0.0176991	0.0	0.0	0.0258621	0.0	0.0076336	0.0084746	0.0088496	0.0064516	0.0041152	0.024735	0.0351438	0.0374332	0.0618557	0.1020408	0.0651466	0.0471204	0.0629921	0.1185185	0.1666667	0.2368421	0.2747253	0.2965517	0.2245989	0.25	0.2822086	0.26875	0.2701422	0.3023256	0.326087	0.2846715	0.3105263	
Sharp-shinned/Cooper's Hawk (<em class="sci">Accipiter striatus/Astur cooperii</em>)	0.005291	0.0	0.0	0.0084388	0.0078125	0.0067568	0.0	0.0050505	0.0	0.0	0.007874	0.0015	0.0	0.0	0.0033445	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070671	0.0031949	0.0	0.0051546	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.010989	0.0068966	0.0	0.0	0.0	0.00625	0.0	0.0077519	0.0072464	0.0	0.0	
Accipitrine hawk sp. (former Accipiter sp.) (<em class="sci">Aerospiza/Tachyspiza/Accipiter/Astur sp.</em>)	0.0015	0.0206897	0.0144928	0.0126582	0.0078125	0.0135135	0.031746	0.0	0.0230769	0.0178571	0.0	0.0059172	0.0149254	0.0	0.006689	0.0076628	0.0	0.0	0.0123457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0070671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087719	0.0	0.0206897	0.0106952	0.0142857	0.0122699	0.0	0.0236967	0.0155039	0.0217391	0.0145985	0.0015	
Northern Harrier (<em class="sci">Circus hudsonius</em>)	0.8518519	0.8275862	0.8550725	0.7257384	0.8125	0.8310811	0.8201058	0.8383838	0.8230769	0.8571429	0.7322835	0.8106509	0.7910448	0.7323944	0.5117057	0.4712644	0.4159292	0.4827586	0.3950617	0.2931034	0.2659574	0.3587786	0.2372881	0.2300885	0.4	0.3786008	0.5053004	0.4824281	0.5828877	0.5876289	0.6394558	0.6254072	0.6230366	0.6456693	0.8148148	0.7469136	0.8333333	0.8131868	0.8344828	0.8502674	0.9142857	0.8895706	0.875	0.9146919	0.875969	0.7898551	0.8832117	0.8526316	
Bald Eagle (<em class="sci">Haliaeetus leucocephalus</em>)	0.010582	0.0068966	0.0072464	0.0042194	0.015625	0.0	0.026455	0.030303	0.0230769	0.0267857	0.023622	0.0118343	0.0298507	0.056338	0.0367893	0.0114943	0.0176991	0.0258621	0.0	0.0172414	0.0319149	0.0229008	0.0084746	0.0	0.0193548	0.0082305	0.0176678	0.0063898	0.0	0.0	0.0	0.0	0.0	0.0	0.0074074	0.0061728	0.0087719	0.0	0.0	0.0053476	0.0	0.0122699	0.00625	0.0	0.0	0.0	0.0218978	0.0157895	
Red-shouldered Hawk (<em class="sci">Buteo lineatus</em>)	0.6137566	0.4896552	0.5217391	0.5147679	0.53125	0.3918919	0.3280423	0.3333333	0.3461538	0.1785714	0.1102362	0.112426	0.1044776	0.0633803	0.0367893	0.0651341	0.0088496	0.0775862	0.0123457	0.0689655	0.0744681	0.0763359	0.059322	0.0353982	0.0580645	0.0617284	0.0636042	0.1086262	0.1390374	0.185567	0.1904762	0.1498371	0.0942408	0.1653543	0.2148148	0.2283951	0.4122807	0.3351648	0.3655172	0.3475936	0.45	0.5092025	0.43125	0.5545024	0.6744186	0.673913	0.5547445	0.5736842	
Swainson's Hawk (<em class="sci">Buteo swainsoni</em>)	0.005291	0.0	0.0	0.0	0.0	0.0067568	0.0015	0.0	0.0015	0.0267857	0.0944882	0.3431953	0.5	0.5070423	0.4414716	0.5095785	0.380531	0.5086207	0.4197531	0.3965517	0.4680851	0.6564885	0.5	0.5575221	0.4967742	0.4074074	0.4628975	0.4345048	0.4919786	0.5154639	0.5034014	0.3517915	0.3350785	0.2992126	0.2740741	0.3148148	0.1578947	0.1538462	0.0482759	0.0160428	0.0071429	0.0	0.0	0.0047393	0.0	0.0072464	0.0	0.0052632	
Red-tailed Hawk (<em class="sci">Buteo jamaicensis</em>)	0.8412698	0.7310345	0.8188406	0.7383966	0.7265625	0.7162162	0.7195767	0.6919192	0.6230769	0.7857143	0.6377953	0.7692308	0.6492537	0.6126761	0.4816054	0.4367816	0.460177	0.5431034	0.4074074	0.5344828	0.3617021	0.4885496	0.3559322	0.3539823	0.3677419	0.3168724	0.3568905	0.3738019	0.3262032	0.3865979	0.414966	0.4104235	0.3717277	0.4173228	0.5851852	0.6666667	0.6754386	0.6813187	0.7310345	0.7433155	0.7928571	0.7852761	0.7375	0.8672986	0.8139535	0.8333333	0.8175182	0.7789474	
Rough-legged Hawk (<em class="sci">Buteo lagopus</em>)	0.0	0.0	0.0072464	0.0	0.0	0.0	0.0	0.0050505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0	0.0015	0.0015	0.0	0.0052632	
Ferruginous Hawk (<em class="sci">Buteo regalis</em>)	0.0	0.0	0.0072464	0.0042194	0.0	0.0	0.0	0.010101	0.0	0.0	0.0	0.0118343	0.0074627	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0160428	0.0015	0.0	0.0	0.0094787	0.0077519	0.0	0.0	0.0052632	
Buteo sp. (<em class="sci">Buteo sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106383	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074074	0.0	0.0	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hawk sp. (<em class="sci">Accipitridae sp. (hawk sp.)</em>)	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0074627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0054945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072464	0.0	0.0	
American Barn Owl (<em class="sci">Tyto furcata</em>)	0.0015	0.0	0.0144928	0.0	0.0	0.0067568	0.005291	0.0151515	0.0	0.0	0.007874	0.0118343	0.0	0.0	0.0167224	0.0344828	0.0442478	0.0689655	0.0246914	0.0172414	0.0	0.0458015	0.0	0.0088496	0.0064516	0.0123457	0.0282686	0.0255591	0.0427807	0.056701	0.0680272	0.0684039	0.0890052	0.0866142	0.0518519	0.0493827	0.0087719	0.0054945	0.0275862	0.0053476	0.0214286	0.0122699	0.01875	0.0189573	0.0077519	0.0	0.0	0.0105263	
Western Screech-Owl (<em class="sci">Megascops kennicottii</em>)	0.0	0.0	0.0	0.0	0.0	0.0067568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061728	0.0	0.0	0.0	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Horned Owl (<em class="sci">Bubo virginianus</em>)	0.1798942	0.1724138	0.2536232	0.2362869	0.265625	0.2432432	0.1693122	0.1919192	0.2692308	0.25	0.2598425	0.2485207	0.141791	0.1549296	0.1337793	0.1570881	0.1327434	0.2241379	0.0864198	0.0431034	0.0638298	0.0916031	0.0338983	0.0265487	0.0516129	0.0288066	0.0318021	0.0415335	0.0909091	0.0927835	0.0680272	0.0586319	0.0418848	0.0629921	0.1259259	0.0308642	0.0964912	0.0604396	0.0689655	0.0695187	0.05	0.1042945	0.10625	0.1090047	0.1085271	0.1521739	0.1313869	0.2315789	
Burrowing Owl (<em class="sci">Athene cunicularia</em>)	0.0	0.0	0.0	0.0126582	0.0	0.0	0.005291	0.0050505	0.0	0.0	0.007874	0.0	0.0074627	0.0	0.0	0.0	0.0015	0.0086207	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0031949	0.0	0.0051546	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00625	0.0094787	0.0	0.0	0.0	0.0	
Short-eared Owl (<em class="sci">Asio flammeus</em>)	0.005291	0.0068966	0.0144928	0.0084388	0.0078125	0.0067568	0.005291	0.0151515	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0038314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0054945	0.0	0.0053476	0.0428571	0.0306748	0.0125	0.0047393	0.0	0.0	0.0	0.0105263	
Belted Kingfisher (<em class="sci">Megaceryle alcyon</em>)	0.1957672	0.1655172	0.2028986	0.2067511	0.2890625	0.2297297	0.2539683	0.2272727	0.1461538	0.2321429	0.1417323	0.1242604	0.0746269	0.0211268	0.0434783	0.0229885	0.0	0.0431034	0.037037	0.0344828	0.0425532	0.0381679	0.0932203	0.079646	0.1419355	0.0658436	0.0636042	0.1373802	0.1283422	0.185567	0.1632653	0.1172638	0.1204188	0.1574803	0.2666667	0.1851852	0.2982456	0.1648352	0.1172414	0.1229947	0.1714286	0.1779141	0.16875	0.2464455	0.2868217	0.2463768	0.2627737	0.2473684	
Red-breasted Sapsucker (<em class="sci">Sphyrapicus ruber</em>)	0.0	0.0068966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lewis's Woodpecker (<em class="sci">Melanerpes lewis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0088496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0053476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
